LondInOut,LA_2023,DURATION_SPORTCOUNT_A01,year
2.0,107.0,687.5,2022 - 2023
2.0,107.0,875.0,2022 - 2023
2.0,107.0,740.0,2022 - 2023
2.0,107.0,112.5,2022 - 2023
2.0,107.0,2790.0,2022 - 2023
2.0,107.0,0.0,2022 - 2023
2.0,107.0,150.0,2022 - 2023
2.0,107.0,360.0,2022 - 2023
2.0,107.0,330.0,2022 - 2023
2.0,107.0,840.0,2022 - 2023
2.0,107.0,951.25,2022 - 2023
2.0,107.0,55.0,2022 - 2023
2.0,107.0,0.0,2022 - 2023
2.0,107.0,0.0,2022 - 2023
1.0,109.0,2182.5,2022 - 2023
1.0,109.0,1203.75,2022 - 2023
1.0,109.0,105.0,2022 - 2023
1.0,109.0,0.0,2022 - 2023
1.0,109.0,60.0,2022 - 2023
1.0,109.0,188.75,2022 - 2023
1.0,109.0,545.0,2022 - 2023
1.0,109.0,625.0,2022 - 2023
1.0,109.0,0.0,2022 - 2023
1.0,109.0,0.0,2022 - 2023
1.0,109.0,1710.0,2022 - 2023
1.0,109.0,1320.0,2022 - 2023
1.0,109.0,310.0,2022 - 2023
1.0,109.0,1232.5,2022 - 2023
1.0,109.0,1018.75,2022 - 2023
1.0,109.0,2220.0,2022 - 2023
1.0,109.0,0.0,2022 - 2023
1.0,109.0,1082.5,2022 - 2023
1.0,109.0,0.0,2022 - 2023
1.0,109.0,2475.0,2022 - 2023
1.0,109.0,1140.0,2022 - 2023
1.0,109.0,802.5,2022 - 2023
1.0,109.0,157.5,2022 - 2023
1.0,109.0,37.5,2022 - 2023
1.0,109.0,1440.0,2022 - 2023
1.0,109.0,1320.0,2022 - 2023
1.0,109.0,600.0,2022 - 2023
1.0,109.0,592.5,2022 - 2023
1.0,109.0,0.0,2022 - 2023
1.0,109.0,1260.0,2022 - 2023
1.0,109.0,876.25,2022 - 2023
1.0,109.0,562.5,2022 - 2023
1.0,109.0,631.0,2022 - 2023
1.0,109.0,1402.5,2022 - 2023
1.0,109.0,142.5,2022 - 2023
1.0,109.0,407.5,2022 - 2023
1.0,109.0,1050.0,2022 - 2023
1.0,112.0,1380.0,2022 - 2023
1.0,112.0,1410.0,2022 - 2023
1.0,112.0,510.0,2022 - 2023
1.0,112.0,1710.0,2022 - 2023
1.0,112.0,405.0,2022 - 2023
1.0,112.0,140.0,2022 - 2023
1.0,112.0,687.5,2022 - 2023
1.0,112.0,195.0,2022 - 2023
1.0,112.0,193.75,2022 - 2023
1.0,112.0,1620.0,2022 - 2023
1.0,112.0,813.75,2022 - 2023
1.0,112.0,230.0,2022 - 2023
1.0,112.0,855.0,2022 - 2023
1.0,112.0,937.5,2022 - 2023
1.0,112.0,652.5,2022 - 2023
1.0,112.0,1000.0,2022 - 2023
1.0,112.0,738.75,2022 - 2023
1.0,112.0,341.25,2022 - 2023
1.0,112.0,265.0,2022 - 2023
1.0,112.0,300.0,2022 - 2023
1.0,112.0,547.5,2022 - 2023
1.0,112.0,270.0,2022 - 2023
1.0,112.0,142.5,2022 - 2023
1.0,112.0,75.0,2022 - 2023
1.0,112.0,1072.5,2022 - 2023
1.0,112.0,915.0,2022 - 2023
1.0,112.0,125.0,2022 - 2023
1.0,112.0,780.0,2022 - 2023
1.0,112.0,82.5,2022 - 2023
1.0,112.0,142.5,2022 - 2023
1.0,112.0,0.0,2022 - 2023
1.0,112.0,1121.25,2022 - 2023
1.0,112.0,225.0,2022 - 2023
1.0,112.0,120.0,2022 - 2023
1.0,112.0,60.0,2022 - 2023
1.0,112.0,180.0,2022 - 2023
1.0,112.0,165.0,2022 - 2023
1.0,112.0,450.0,2022 - 2023
1.0,112.0,185.0,2022 - 2023
1.0,112.0,1730.0,2022 - 2023
1.0,112.0,532.5,2022 - 2023
1.0,112.0,1015.0,2022 - 2023
1.0,112.0,773.75,2022 - 2023
1.0,114.0,810.0,2022 - 2023
1.0,114.0,1035.0,2022 - 2023
1.0,114.0,300.0,2022 - 2023
1.0,114.0,337.5,2022 - 2023
1.0,114.0,10.0,2022 - 2023
1.0,114.0,660.0,2022 - 2023
1.0,114.0,1200.0,2022 - 2023
1.0,114.0,806.25,2022 - 2023
1.0,114.0,56.25,2022 - 2023
1.0,114.0,187.5,2022 - 2023
1.0,114.0,1350.0,2022 - 2023
1.0,114.0,60.0,2022 - 2023
1.0,114.0,170.0,2022 - 2023
1.0,114.0,877.5,2022 - 2023
1.0,114.0,2010.0,2022 - 2023
1.0,114.0,375.0,2022 - 2023
1.0,114.0,585.0,2022 - 2023
1.0,114.0,1260.0,2022 - 2023
1.0,114.0,0.0,2022 - 2023
1.0,114.0,195.0,2022 - 2023
1.0,114.0,735.0,2022 - 2023
1.0,114.0,525.0,2022 - 2023
1.0,114.0,420.0,2022 - 2023
1.0,114.0,975.0,2022 - 2023
1.0,114.0,455.0,2022 - 2023
1.0,114.0,577.5,2022 - 2023
1.0,114.0,67.5,2022 - 2023
1.0,114.0,2040.0,2022 - 2023
1.0,114.0,300.0,2022 - 2023
1.0,114.0,378.75,2022 - 2023
1.0,114.0,0.0,2022 - 2023
1.0,114.0,547.5,2022 - 2023
1.0,114.0,105.0,2022 - 2023
1.0,114.0,125.0,2022 - 2023
1.0,114.0,1650.0,2022 - 2023
1.0,114.0,20.0,2022 - 2023
1.0,114.0,2670.0,2022 - 2023
1.0,114.0,285.0,2022 - 2023
1.0,114.0,480.0,2022 - 2023
2.0,117.0,480.0,2022 - 2023
2.0,117.0,500.0,2022 - 2023
2.0,117.0,0.0,2022 - 2023
2.0,117.0,3300.0,2022 - 2023
2.0,117.0,0.0,2022 - 2023
2.0,117.0,187.5,2022 - 2023
2.0,117.0,0.0,2022 - 2023
2.0,117.0,1612.5,2022 - 2023
2.0,117.0,175.0,2022 - 2023
2.0,117.0,680.0,2022 - 2023
2.0,117.0,615.0,2022 - 2023
2.0,117.0,180.0,2022 - 2023
2.0,117.0,300.0,2022 - 2023
2.0,117.0,720.0,2022 - 2023
2.0,117.0,225.0,2022 - 2023
2.0,117.0,168.75,2022 - 2023
2.0,117.0,35.0,2022 - 2023
2.0,117.0,45.0,2022 - 2023
2.0,117.0,720.0,2022 - 2023
2.0,117.0,540.0,2022 - 2023
2.0,117.0,157.5,2022 - 2023
2.0,117.0,352.5,2022 - 2023
2.0,117.0,480.0,2022 - 2023
2.0,117.0,690.0,2022 - 2023
2.0,117.0,695.0,2022 - 2023
2.0,117.0,165.0,2022 - 2023
2.0,117.0,110.0,2022 - 2023
2.0,117.0,120.0,2022 - 2023
2.0,117.0,0.0,2022 - 2023
2.0,117.0,30.0,2022 - 2023
2.0,117.0,0.0,2022 - 2023
2.0,117.0,480.0,2022 - 2023
2.0,117.0,570.0,2022 - 2023
2.0,117.0,0.0,2022 - 2023
2.0,117.0,600.0,2022 - 2023
2.0,117.0,90.0,2022 - 2023
2.0,117.0,802.5,2022 - 2023
2.0,117.0,0.0,2022 - 2023
2.0,117.0,360.0,2022 - 2023
2.0,117.0,260.0,2022 - 2023
2.0,117.0,0.0,2022 - 2023
2.0,117.0,206.25,2022 - 2023
2.0,117.0,0.0,2022 - 2023
2.0,117.0,0.0,2022 - 2023
2.0,117.0,154.0,2022 - 2023
2.0,117.0,300.0,2022 - 2023
2.0,117.0,0.0,2022 - 2023
2.0,117.0,522.5,2022 - 2023
2.0,117.0,315.0,2022 - 2023
2.0,117.0,90.0,2022 - 2023
2.0,117.0,120.0,2022 - 2023
2.0,122.0,4200.0,2022 - 2023
2.0,122.0,15.0,2022 - 2023
2.0,122.0,0.0,2022 - 2023
2.0,122.0,112.5,2022 - 2023
2.0,122.0,701.25,2022 - 2023
2.0,122.0,1497.5,2022 - 2023
2.0,122.0,690.0,2022 - 2023
2.0,122.0,640.0,2022 - 2023
2.0,122.0,1080.0,2022 - 2023
2.0,122.0,0.0,2022 - 2023
2.0,122.0,38.75,2022 - 2023
2.0,122.0,40.0,2022 - 2023
2.0,122.0,0.0,2022 - 2023
2.0,122.0,0.0,2022 - 2023
2.0,122.0,1560.0,2022 - 2023
2.0,122.0,446.25,2022 - 2023
2.0,122.0,12.5,2022 - 2023
2.0,122.0,742.5,2022 - 2023
2.0,122.0,90.0,2022 - 2023
2.0,122.0,15.0,2022 - 2023
2.0,122.0,330.0,2022 - 2023
2.0,122.0,937.5,2022 - 2023
2.0,122.0,1365.0,2022 - 2023
2.0,122.0,2644.5,2022 - 2023
2.0,122.0,1345.0,2022 - 2023
2.0,122.0,0.0,2022 - 2023
2.0,122.0,120.0,2022 - 2023
2.0,126.0,180.0,2022 - 2023
2.0,126.0,240.0,2022 - 2023
2.0,126.0,275.0,2022 - 2023
2.0,126.0,2354.5,2022 - 2023
2.0,126.0,450.0,2022 - 2023
2.0,126.0,1050.0,2022 - 2023
2.0,126.0,245.0,2022 - 2023
2.0,126.0,300.0,2022 - 2023
2.0,126.0,975.0,2022 - 2023
2.0,126.0,420.0,2022 - 2023
2.0,126.0,555.0,2022 - 2023
2.0,126.0,350.0,2022 - 2023
2.0,126.0,60.0,2022 - 2023
2.0,126.0,0.0,2022 - 2023
2.0,126.0,237.5,2022 - 2023
2.0,126.0,240.0,2022 - 2023
2.0,126.0,1530.0,2022 - 2023
2.0,126.0,795.0,2022 - 2023
2.0,126.0,382.5,2022 - 2023
2.0,126.0,0.0,2022 - 2023
2.0,126.0,637.5,2022 - 2023
2.0,126.0,2940.0,2022 - 2023
2.0,126.0,1761.25,2022 - 2023
2.0,126.0,1075.0,2022 - 2023
2.0,126.0,52.5,2022 - 2023
2.0,126.0,588.75,2022 - 2023
2.0,126.0,630.0,2022 - 2023
2.0,126.0,280.0,2022 - 2023
2.0,126.0,45.0,2022 - 2023
2.0,126.0,15.0,2022 - 2023
2.0,126.0,450.0,2022 - 2023
2.0,126.0,0.0,2022 - 2023
2.0,126.0,150.0,2022 - 2023
2.0,126.0,105.0,2022 - 2023
2.0,126.0,420.0,2022 - 2023
2.0,126.0,420.0,2022 - 2023
2.0,126.0,56.25,2022 - 2023
2.0,126.0,165.0,2022 - 2023
2.0,126.0,870.0,2022 - 2023
2.0,126.0,315.0,2022 - 2023
2.0,126.0,0.0,2022 - 2023
2.0,126.0,30.0,2022 - 2023
2.0,129.0,1957.5,2022 - 2023
2.0,129.0,112.5,2022 - 2023
2.0,129.0,120.0,2022 - 2023
2.0,129.0,67.5,2022 - 2023
2.0,129.0,442.5,2022 - 2023
2.0,129.0,225.0,2022 - 2023
2.0,129.0,900.0,2022 - 2023
2.0,129.0,505.0,2022 - 2023
2.0,129.0,1125.0,2022 - 2023
2.0,129.0,30.0,2022 - 2023
2.0,129.0,1012.5,2022 - 2023
2.0,129.0,137.5,2022 - 2023
2.0,129.0,257.5,2022 - 2023
2.0,129.0,325.0,2022 - 2023
2.0,129.0,622.5,2022 - 2023
2.0,129.0,150.0,2022 - 2023
2.0,129.0,1192.5,2022 - 2023
2.0,129.0,195.0,2022 - 2023
2.0,129.0,840.0,2022 - 2023
2.0,129.0,990.0,2022 - 2023
2.0,129.0,480.0,2022 - 2023
2.0,129.0,1020.0,2022 - 2023
2.0,129.0,45.0,2022 - 2023
2.0,129.0,0.0,2022 - 2023
2.0,129.0,330.0,2022 - 2023
2.0,129.0,840.0,2022 - 2023
2.0,129.0,270.0,2022 - 2023
2.0,129.0,0.0,2022 - 2023
2.0,129.0,127.5,2022 - 2023
2.0,129.0,0.0,2022 - 2023
2.0,129.0,40.0,2022 - 2023
2.0,129.0,405.0,2022 - 2023
2.0,129.0,67.5,2022 - 2023
2.0,129.0,720.0,2022 - 2023
2.0,129.0,315.0,2022 - 2023
2.0,129.0,2459.5,2022 - 2023
2.0,129.0,390.0,2022 - 2023
2.0,129.0,360.0,2022 - 2023
2.0,129.0,585.0,2022 - 2023
2.0,129.0,361.25,2022 - 2023
1.0,135.0,30.0,2022 - 2023
1.0,135.0,930.0,2022 - 2023
1.0,135.0,1005.0,2022 - 2023
1.0,135.0,0.0,2022 - 2023
1.0,135.0,145.0,2022 - 2023
1.0,135.0,240.0,2022 - 2023
1.0,135.0,1001.25,2022 - 2023
1.0,135.0,1650.0,2022 - 2023
1.0,135.0,367.5,2022 - 2023
1.0,135.0,1072.5,2022 - 2023
1.0,135.0,185.0,2022 - 2023
1.0,135.0,285.0,2022 - 2023
1.0,135.0,405.0,2022 - 2023
1.0,135.0,240.0,2022 - 2023
1.0,135.0,0.0,2022 - 2023
1.0,135.0,255.0,2022 - 2023
1.0,135.0,0.0,2022 - 2023
1.0,135.0,165.0,2022 - 2023
1.0,135.0,792.5,2022 - 2023
1.0,135.0,1163.75,2022 - 2023
1.0,135.0,741.25,2022 - 2023
1.0,135.0,555.0,2022 - 2023
1.0,135.0,107.5,2022 - 2023
1.0,135.0,375.0,2022 - 2023
1.0,135.0,150.0,2022 - 2023
1.0,135.0,495.0,2022 - 2023
1.0,135.0,0.0,2022 - 2023
1.0,135.0,115.0,2022 - 2023
1.0,135.0,190.0,2022 - 2023
1.0,135.0,780.0,2022 - 2023
1.0,135.0,1096.25,2022 - 2023
1.0,135.0,1344.0,2022 - 2023
1.0,135.0,345.0,2022 - 2023
1.0,135.0,789.0,2022 - 2023
1.0,135.0,335.0,2022 - 2023
1.0,135.0,270.0,2022 - 2023
1.0,135.0,150.0,2022 - 2023
1.0,135.0,540.0,2022 - 2023
1.0,135.0,125.0,2022 - 2023
1.0,135.0,585.0,2022 - 2023
1.0,135.0,185.0,2022 - 2023
1.0,135.0,0.0,2022 - 2023
1.0,135.0,483.75,2022 - 2023
1.0,135.0,435.0,2022 - 2023
1.0,135.0,180.0,2022 - 2023
1.0,136.0,2647.5,2022 - 2023
1.0,136.0,315.0,2022 - 2023
1.0,136.0,300.0,2022 - 2023
1.0,136.0,160.0,2022 - 2023
1.0,136.0,595.0,2022 - 2023
1.0,136.0,765.0,2022 - 2023
1.0,136.0,317.5,2022 - 2023
1.0,136.0,1380.0,2022 - 2023
1.0,136.0,0.0,2022 - 2023
1.0,136.0,367.5,2022 - 2023
1.0,136.0,318.75,2022 - 2023
1.0,136.0,695.0,2022 - 2023
1.0,136.0,120.0,2022 - 2023
1.0,136.0,2160.0,2022 - 2023
1.0,136.0,425.0,2022 - 2023
1.0,136.0,240.0,2022 - 2023
1.0,136.0,5.0,2022 - 2023
1.0,136.0,408.75,2022 - 2023
1.0,136.0,480.0,2022 - 2023
1.0,136.0,150.0,2022 - 2023
1.0,136.0,1037.5,2022 - 2023
1.0,136.0,728.0,2022 - 2023
1.0,136.0,738.75,2022 - 2023
1.0,136.0,420.0,2022 - 2023
1.0,136.0,322.5,2022 - 2023
1.0,136.0,0.0,2022 - 2023
1.0,136.0,360.0,2022 - 2023
1.0,136.0,112.5,2022 - 2023
1.0,136.0,0.0,2022 - 2023
1.0,136.0,360.0,2022 - 2023
1.0,136.0,0.0,2022 - 2023
1.0,136.0,390.0,2022 - 2023
1.0,136.0,60.0,2022 - 2023
1.0,136.0,750.0,2022 - 2023
1.0,136.0,90.0,2022 - 2023
1.0,136.0,255.0,2022 - 2023
1.0,136.0,325.0,2022 - 2023
1.0,136.0,327.5,2022 - 2023
1.0,136.0,1286.25,2022 - 2023
1.0,136.0,735.0,2022 - 2023
1.0,136.0,980.5,2022 - 2023
1.0,136.0,960.0,2022 - 2023
1.0,136.0,585.0,2022 - 2023
1.0,136.0,270.0,2022 - 2023
1.0,136.0,1725.0,2022 - 2023
1.0,136.0,300.0,2022 - 2023
1.0,136.0,1050.0,2022 - 2023
2.0,139.0,1800.0,2022 - 2023
2.0,139.0,787.5,2022 - 2023
2.0,139.0,210.0,2022 - 2023
2.0,139.0,660.0,2022 - 2023
2.0,139.0,345.0,2022 - 2023
2.0,139.0,2355.0,2022 - 2023
2.0,139.0,150.0,2022 - 2023
2.0,139.0,787.5,2022 - 2023
2.0,139.0,240.0,2022 - 2023
2.0,139.0,172.5,2022 - 2023
2.0,139.0,1117.5,2022 - 2023
2.0,139.0,0.0,2022 - 2023
2.0,139.0,1670.0,2022 - 2023
2.0,139.0,845.0,2022 - 2023
2.0,139.0,2410.0,2022 - 2023
2.0,139.0,11.25,2022 - 2023
2.0,139.0,2640.0,2022 - 2023
2.0,139.0,1677.0,2022 - 2023
2.0,139.0,0.0,2022 - 2023
2.0,139.0,0.0,2022 - 2023
2.0,139.0,252.5,2022 - 2023
2.0,139.0,281.25,2022 - 2023
2.0,139.0,202.5,2022 - 2023
2.0,139.0,571.0,2022 - 2023
2.0,139.0,70.0,2022 - 2023
2.0,139.0,52.5,2022 - 2023
2.0,139.0,446.25,2022 - 2023
2.0,139.0,187.5,2022 - 2023
2.0,139.0,135.0,2022 - 2023
2.0,139.0,352.5,2022 - 2023
2.0,139.0,0.0,2022 - 2023
2.0,139.0,875.0,2022 - 2023
2.0,139.0,630.0,2022 - 2023
2.0,139.0,132.5,2022 - 2023
2.0,139.0,1403.75,2022 - 2023
2.0,139.0,136.25,2022 - 2023
2.0,139.0,675.0,2022 - 2023
2.0,139.0,600.0,2022 - 2023
2.0,139.0,2656.5,2022 - 2023
2.0,139.0,637.5,2022 - 2023
2.0,139.0,0.0,2022 - 2023
1.0,142.0,360.0,2022 - 2023
1.0,142.0,397.5,2022 - 2023
1.0,142.0,1680.0,2022 - 2023
1.0,142.0,0.0,2022 - 2023
1.0,142.0,1012.5,2022 - 2023
1.0,142.0,1200.25,2022 - 2023
1.0,142.0,1005.0,2022 - 2023
1.0,142.0,370.0,2022 - 2023
1.0,142.0,290.0,2022 - 2023
1.0,142.0,645.0,2022 - 2023
1.0,142.0,1680.0,2022 - 2023
1.0,142.0,825.0,2022 - 2023
1.0,142.0,337.5,2022 - 2023
1.0,142.0,0.0,2022 - 2023
1.0,142.0,0.0,2022 - 2023
1.0,142.0,525.0,2022 - 2023
1.0,142.0,240.0,2022 - 2023
1.0,142.0,290.0,2022 - 2023
1.0,142.0,252.5,2022 - 2023
1.0,142.0,1260.0,2022 - 2023
1.0,142.0,483.75,2022 - 2023
1.0,142.0,0.0,2022 - 2023
1.0,142.0,1018.75,2022 - 2023
1.0,142.0,67.5,2022 - 2023
1.0,142.0,402.5,2022 - 2023
1.0,142.0,435.0,2022 - 2023
1.0,142.0,1140.0,2022 - 2023
1.0,142.0,0.0,2022 - 2023
1.0,142.0,1717.5,2022 - 2023
1.0,142.0,892.5,2022 - 2023
1.0,142.0,885.0,2022 - 2023
1.0,142.0,580.0,2022 - 2023
1.0,142.0,575.0,2022 - 2023
1.0,142.0,270.0,2022 - 2023
1.0,142.0,930.0,2022 - 2023
1.0,142.0,1380.0,2022 - 2023
1.0,142.0,0.0,2022 - 2023
1.0,142.0,0.0,2022 - 2023
1.0,142.0,0.0,2022 - 2023
1.0,147.0,3022.5,2022 - 2023
1.0,147.0,1050.0,2022 - 2023
1.0,147.0,0.0,2022 - 2023
1.0,147.0,0.0,2022 - 2023
1.0,147.0,181.25,2022 - 2023
1.0,147.0,810.0,2022 - 2023
1.0,147.0,2460.0,2022 - 2023
1.0,147.0,75.0,2022 - 2023
1.0,147.0,367.5,2022 - 2023
1.0,147.0,1155.0,2022 - 2023
1.0,147.0,1260.0,2022 - 2023
1.0,147.0,1275.0,2022 - 2023
1.0,147.0,135.0,2022 - 2023
1.0,147.0,75.0,2022 - 2023
1.0,147.0,555.0,2022 - 2023
1.0,147.0,86.25,2022 - 2023
1.0,147.0,322.5,2022 - 2023
1.0,147.0,1290.0,2022 - 2023
1.0,147.0,120.0,2022 - 2023
1.0,147.0,755.0,2022 - 2023
1.0,147.0,326.25,2022 - 2023
1.0,147.0,753.75,2022 - 2023
1.0,147.0,75.0,2022 - 2023
1.0,147.0,152.5,2022 - 2023
1.0,147.0,165.0,2022 - 2023
1.0,147.0,540.0,2022 - 2023
1.0,147.0,0.0,2022 - 2023
1.0,147.0,330.0,2022 - 2023
1.0,147.0,120.0,2022 - 2023
1.0,147.0,120.0,2022 - 2023
1.0,147.0,485.0,2022 - 2023
1.0,147.0,240.0,2022 - 2023
1.0,147.0,900.0,2022 - 2023
1.0,147.0,547.5,2022 - 2023
1.0,147.0,412.5,2022 - 2023
2.0,160.0,1260.0,2022 - 2023
2.0,160.0,1520.0,2022 - 2023
2.0,160.0,840.0,2022 - 2023
2.0,160.0,0.0,2022 - 2023
2.0,160.0,0.0,2022 - 2023
2.0,160.0,0.0,2022 - 2023
2.0,160.0,0.0,2022 - 2023
2.0,160.0,112.5,2022 - 2023
2.0,160.0,0.0,2022 - 2023
2.0,160.0,0.0,2022 - 2023
2.0,160.0,40.0,2022 - 2023
2.0,160.0,360.0,2022 - 2023
2.0,160.0,0.0,2022 - 2023
2.0,160.0,0.0,2022 - 2023
2.0,160.0,1345.0,2022 - 2023
2.0,160.0,240.0,2022 - 2023
2.0,160.0,260.0,2022 - 2023
2.0,160.0,900.0,2022 - 2023
2.0,160.0,5667.0,2022 - 2023
2.0,160.0,1247.5,2022 - 2023
2.0,160.0,422.5,2022 - 2023
2.0,160.0,477.5,2022 - 2023
2.0,160.0,465.0,2022 - 2023
2.0,160.0,300.0,2022 - 2023
2.0,160.0,78.75,2022 - 2023
2.0,160.0,0.0,2022 - 2023
2.0,160.0,311.25,2022 - 2023
2.0,160.0,230.0,2022 - 2023
2.0,160.0,865.0,2022 - 2023
2.0,160.0,1535.0,2022 - 2023
2.0,160.0,90.0,2022 - 2023
2.0,160.0,75.0,2022 - 2023
2.0,160.0,540.0,2022 - 2023
2.0,160.0,420.0,2022 - 2023
2.0,160.0,322.5,2022 - 2023
2.0,160.0,500.0,2022 - 2023
2.0,160.0,450.0,2022 - 2023
2.0,160.0,750.0,2022 - 2023
2.0,160.0,540.0,2022 - 2023
2.0,160.0,840.0,2022 - 2023
2.0,160.0,1336.25,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,300.0,2022 - 2023
1.0,171.0,729.5,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,128.75,2022 - 2023
1.0,171.0,225.0,2022 - 2023
1.0,171.0,1642.5,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,675.0,2022 - 2023
1.0,171.0,1040.0,2022 - 2023
1.0,171.0,618.75,2022 - 2023
1.0,171.0,70.0,2022 - 2023
1.0,171.0,445.0,2022 - 2023
1.0,171.0,645.0,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,142.5,2022 - 2023
1.0,171.0,180.0,2022 - 2023
1.0,171.0,75.0,2022 - 2023
1.0,171.0,180.0,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,1155.0,2022 - 2023
1.0,171.0,1800.0,2022 - 2023
1.0,171.0,135.0,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,760.0,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,14940.0,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,1707.5,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,420.0,2022 - 2023
1.0,171.0,1305.0,2022 - 2023
1.0,171.0,527.5,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,405.0,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,285.0,2022 - 2023
1.0,171.0,65.0,2022 - 2023
1.0,171.0,420.0,2022 - 2023
1.0,171.0,367.5,2022 - 2023
1.0,171.0,168.75,2022 - 2023
1.0,171.0,75.0,2022 - 2023
1.0,171.0,191.25,2022 - 2023
1.0,171.0,540.0,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,120.0,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,60.0,2022 - 2023
1.0,171.0,918.75,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,1080.0,2022 - 2023
1.0,171.0,675.0,2022 - 2023
1.0,171.0,420.0,2022 - 2023
1.0,171.0,0.0,2022 - 2023
1.0,171.0,645.0,2022 - 2023
1.0,171.0,750.0,2022 - 2023
1.0,171.0,0.0,2022 - 2023
2.0,196.0,1035.0,2022 - 2023
2.0,196.0,50.0,2022 - 2023
2.0,196.0,0.0,2022 - 2023
2.0,196.0,905.0,2022 - 2023
2.0,196.0,191.25,2022 - 2023
2.0,196.0,352.5,2022 - 2023
2.0,196.0,90.0,2022 - 2023
2.0,196.0,30.5,2022 - 2023
2.0,196.0,847.5,2022 - 2023
2.0,196.0,375.0,2022 - 2023
2.0,196.0,450.0,2022 - 2023
2.0,196.0,720.0,2022 - 2023
2.0,196.0,630.0,2022 - 2023
2.0,196.0,255.0,2022 - 2023
2.0,196.0,0.0,2022 - 2023
2.0,196.0,300.0,2022 - 2023
2.0,196.0,112.5,2022 - 2023
2.0,196.0,220.0,2022 - 2023
2.0,196.0,110.0,2022 - 2023
2.0,196.0,150.0,2022 - 2023
2.0,196.0,0.0,2022 - 2023
2.0,196.0,0.0,2022 - 2023
2.0,196.0,495.0,2022 - 2023
2.0,196.0,1740.0,2022 - 2023
2.0,196.0,240.0,2022 - 2023
2.0,196.0,247.5,2022 - 2023
2.0,196.0,240.0,2022 - 2023
2.0,196.0,0.0,2022 - 2023
2.0,196.0,0.0,2022 - 2023
2.0,196.0,0.0,2022 - 2023
2.0,196.0,1368.5,2022 - 2023
2.0,196.0,172.5,2022 - 2023
2.0,196.0,0.0,2022 - 2023
2.0,196.0,1680.0,2022 - 2023
2.0,196.0,260.0,2022 - 2023
2.0,196.0,520.0,2022 - 2023
2.0,196.0,7.5,2022 - 2023
2.0,196.0,240.0,2022 - 2023
2.0,196.0,1271.25,2022 - 2023
2.0,196.0,300.0,2022 - 2023
2.0,196.0,900.0,2022 - 2023
2.0,196.0,1800.0,2022 - 2023
2.0,196.0,0.0,2022 - 2023
2.0,196.0,2542.5,2022 - 2023
2.0,196.0,1702.5,2022 - 2023
2.0,196.0,120.0,2022 - 2023
2.0,196.0,0.0,2022 - 2023
2.0,196.0,1612.5,2022 - 2023
2.0,196.0,0.0,2022 - 2023
2.0,196.0,1260.0,2022 - 2023
2.0,196.0,150.0,2022 - 2023
2.0,196.0,1910.0,2022 - 2023
2.0,196.0,0.0,2022 - 2023
2.0,196.0,630.0,2022 - 2023
2.0,196.0,0.0,2022 - 2023
2.0,196.0,0.0,2022 - 2023
2.0,201.0,775.0,2022 - 2023
2.0,201.0,172.5,2022 - 2023
2.0,201.0,780.0,2022 - 2023
2.0,201.0,90.0,2022 - 2023
2.0,201.0,643.0,2022 - 2023
2.0,201.0,105.0,2022 - 2023
2.0,201.0,157.5,2022 - 2023
2.0,201.0,370.0,2022 - 2023
2.0,201.0,520.0,2022 - 2023
2.0,201.0,40.0,2022 - 2023
2.0,201.0,408.75,2022 - 2023
2.0,201.0,767.5,2022 - 2023
2.0,201.0,220.0,2022 - 2023
2.0,201.0,0.0,2022 - 2023
2.0,201.0,60.0,2022 - 2023
2.0,201.0,88.75,2022 - 2023
2.0,201.0,345.0,2022 - 2023
2.0,201.0,960.0,2022 - 2023
2.0,201.0,570.0,2022 - 2023
2.0,201.0,517.5,2022 - 2023
2.0,201.0,400.0,2022 - 2023
2.0,201.0,750.0,2022 - 2023
2.0,201.0,0.0,2022 - 2023
2.0,201.0,405.0,2022 - 2023
2.0,201.0,300.0,2022 - 2023
2.0,201.0,675.0,2022 - 2023
2.0,201.0,1560.0,2022 - 2023
2.0,201.0,295.0,2022 - 2023
2.0,201.0,900.0,2022 - 2023
2.0,201.0,780.0,2022 - 2023
2.0,201.0,420.0,2022 - 2023
2.0,201.0,1022.5,2022 - 2023
2.0,201.0,255.0,2022 - 2023
2.0,201.0,705.0,2022 - 2023
2.0,201.0,0.0,2022 - 2023
2.0,201.0,307.5,2022 - 2023
2.0,201.0,90.0,2022 - 2023
