LondInOut,LA_2023,DURATION_SPORTCOUNT_A01,year
2.0,91.0,525.0,2015 - 2016
2.0,91.0,630.0,2015 - 2016
2.0,91.0,33.75,2015 - 2016
2.0,91.0,740.0,2015 - 2016
2.0,91.0,360.0,2015 - 2016
2.0,91.0,300.0,2015 - 2016
2.0,91.0,310.0,2015 - 2016
2.0,91.0,90.0,2015 - 2016
2.0,91.0,1895.0,2015 - 2016
2.0,91.0,30.0,2015 - 2016
2.0,91.0,210.0,2015 - 2016
2.0,91.0,795.0,2015 - 2016
2.0,91.0,600.0,2015 - 2016
2.0,91.0,1275.0,2015 - 2016
2.0,91.0,120.0,2015 - 2016
2.0,91.0,86.25,2015 - 2016
2.0,91.0,135.0,2015 - 2016
2.0,91.0,1500.0,2015 - 2016
2.0,91.0,0.0,2015 - 2016
2.0,91.0,410.0,2015 - 2016
2.0,91.0,0.0,2015 - 2016
2.0,91.0,570.0,2015 - 2016
2.0,91.0,435.0,2015 - 2016
2.0,91.0,0.0,2015 - 2016
2.0,91.0,0.0,2015 - 2016
2.0,91.0,15.0,2015 - 2016
2.0,91.0,90.0,2015 - 2016
2.0,91.0,135.0,2015 - 2016
2.0,91.0,240.0,2015 - 2016
2.0,91.0,930.0,2015 - 2016
2.0,91.0,150.0,2015 - 2016
2.0,91.0,67.5,2015 - 2016
2.0,91.0,45.0,2015 - 2016
2.0,91.0,435.0,2015 - 2016
2.0,91.0,297.5,2015 - 2016
2.0,91.0,480.0,2015 - 2016
2.0,91.0,825.0,2015 - 2016
2.0,91.0,337.5,2015 - 2016
2.0,107.0,120.0,2015 - 2016
2.0,107.0,0.0,2015 - 2016
2.0,107.0,2437.5,2015 - 2016
2.0,107.0,0.0,2015 - 2016
2.0,107.0,150.0,2015 - 2016
2.0,107.0,45.0,2015 - 2016
2.0,107.0,0.0,2015 - 2016
2.0,107.0,772.5,2015 - 2016
2.0,107.0,1855.0,2015 - 2016
2.0,107.0,175.0,2015 - 2016
2.0,107.0,720.0,2015 - 2016
2.0,107.0,0.0,2015 - 2016
2.0,107.0,525.0,2015 - 2016
2.0,107.0,1331.25,2015 - 2016
2.0,107.0,157.5,2015 - 2016
2.0,107.0,1110.0,2015 - 2016
2.0,107.0,863.75,2015 - 2016
2.0,107.0,555.0,2015 - 2016
2.0,107.0,870.0,2015 - 2016
2.0,107.0,690.0,2015 - 2016
2.0,107.0,750.0,2015 - 2016
2.0,107.0,502.5,2015 - 2016
2.0,107.0,97.5,2015 - 2016
2.0,107.0,68.75,2015 - 2016
2.0,107.0,57.5,2015 - 2016
2.0,107.0,635.0,2015 - 2016
2.0,107.0,170.0,2015 - 2016
2.0,107.0,2160.0,2015 - 2016
2.0,107.0,105.0,2015 - 2016
2.0,107.0,90.0,2015 - 2016
2.0,107.0,1146.75,2015 - 2016
2.0,107.0,75.0,2015 - 2016
2.0,107.0,585.0,2015 - 2016
2.0,107.0,101.25,2015 - 2016
2.0,107.0,180.0,2015 - 2016
2.0,107.0,232.5,2015 - 2016
2.0,107.0,960.0,2015 - 2016
2.0,107.0,255.0,2015 - 2016
2.0,107.0,277.5,2015 - 2016
2.0,107.0,435.0,2015 - 2016
2.0,107.0,330.0,2015 - 2016
2.0,107.0,0.0,2015 - 2016
2.0,107.0,0.0,2015 - 2016
2.0,107.0,0.0,2015 - 2016
2.0,107.0,37.5,2015 - 2016
2.0,107.0,10.0,2015 - 2016
2.0,107.0,45.0,2015 - 2016
2.0,107.0,0.0,2015 - 2016
2.0,107.0,420.0,2015 - 2016
2.0,107.0,605.0,2015 - 2016
2.0,107.0,45.0,2015 - 2016
2.0,107.0,0.0,2015 - 2016
2.0,107.0,1230.0,2015 - 2016
2.0,107.0,375.0,2015 - 2016
2.0,107.0,1410.0,2015 - 2016
2.0,107.0,840.0,2015 - 2016
2.0,107.0,811.25,2015 - 2016
2.0,107.0,2220.0,2015 - 2016
2.0,107.0,348.75,2015 - 2016
2.0,107.0,0.0,2015 - 2016
2.0,107.0,0.0,2015 - 2016
2.0,107.0,825.0,2015 - 2016
2.0,107.0,363.75,2015 - 2016
2.0,107.0,370.0,2015 - 2016
2.0,107.0,427.5,2015 - 2016
2.0,107.0,653.75,2015 - 2016
2.0,107.0,652.5,2015 - 2016
2.0,107.0,1387.5,2015 - 2016
2.0,107.0,1357.5,2015 - 2016
2.0,107.0,375.0,2015 - 2016
2.0,107.0,585.0,2015 - 2016
2.0,107.0,135.0,2015 - 2016
2.0,107.0,615.0,2015 - 2016
2.0,107.0,230.0,2015 - 2016
2.0,107.0,660.0,2015 - 2016
2.0,107.0,403.75,2015 - 2016
2.0,107.0,607.5,2015 - 2016
2.0,107.0,577.5,2015 - 2016
2.0,107.0,825.0,2015 - 2016
2.0,107.0,255.0,2015 - 2016
2.0,107.0,840.0,2015 - 2016
2.0,107.0,285.0,2015 - 2016
2.0,107.0,865.0,2015 - 2016
2.0,107.0,0.0,2015 - 2016
2.0,107.0,1671.25,2015 - 2016
2.0,107.0,562.5,2015 - 2016
2.0,107.0,210.0,2015 - 2016
2.0,107.0,1007.5,2015 - 2016
2.0,107.0,630.0,2015 - 2016
2.0,107.0,157.5,2015 - 2016
2.0,107.0,135.0,2015 - 2016
2.0,107.0,2700.0,2015 - 2016
2.0,107.0,105.0,2015 - 2016
2.0,107.0,105.0,2015 - 2016
2.0,107.0,1743.75,2015 - 2016
2.0,107.0,555.0,2015 - 2016
2.0,107.0,802.5,2015 - 2016
2.0,107.0,2125.0,2015 - 2016
2.0,107.0,2445.0,2015 - 2016
2.0,107.0,570.0,2015 - 2016
2.0,107.0,130.0,2015 - 2016
2.0,107.0,123.75,2015 - 2016
2.0,107.0,0.0,2015 - 2016
2.0,107.0,0.0,2015 - 2016
2.0,107.0,130.0,2015 - 2016
2.0,107.0,615.0,2015 - 2016
2.0,107.0,170.0,2015 - 2016
2.0,107.0,30.0,2015 - 2016
2.0,107.0,770.0,2015 - 2016
2.0,107.0,0.0,2015 - 2016
2.0,107.0,75.0,2015 - 2016
2.0,107.0,120.0,2015 - 2016
1.0,109.0,3465.0,2015 - 2016
1.0,109.0,575.0,2015 - 2016
1.0,109.0,1280.0,2015 - 2016
1.0,109.0,1023.75,2015 - 2016
1.0,109.0,847.5,2015 - 2016
1.0,109.0,660.0,2015 - 2016
1.0,109.0,1200.0,2015 - 2016
1.0,109.0,360.0,2015 - 2016
1.0,109.0,1680.0,2015 - 2016
1.0,109.0,170.0,2015 - 2016
1.0,109.0,467.5,2015 - 2016
1.0,109.0,0.0,2015 - 2016
1.0,109.0,1865.0,2015 - 2016
1.0,109.0,2692.5,2015 - 2016
1.0,109.0,1245.0,2015 - 2016
1.0,109.0,45.0,2015 - 2016
1.0,109.0,210.0,2015 - 2016
1.0,109.0,2190.0,2015 - 2016
1.0,109.0,570.0,2015 - 2016
1.0,109.0,150.0,2015 - 2016
1.0,109.0,363.75,2015 - 2016
1.0,109.0,0.0,2015 - 2016
1.0,109.0,945.0,2015 - 2016
1.0,109.0,52.5,2015 - 2016
1.0,109.0,360.0,2015 - 2016
1.0,109.0,660.0,2015 - 2016
1.0,109.0,812.5,2015 - 2016
1.0,109.0,637.5,2015 - 2016
1.0,109.0,170.0,2015 - 2016
1.0,109.0,210.0,2015 - 2016
1.0,109.0,270.0,2015 - 2016
1.0,109.0,1095.0,2015 - 2016
1.0,109.0,17.5,2015 - 2016
1.0,109.0,295.0,2015 - 2016
1.0,109.0,805.0,2015 - 2016
1.0,109.0,570.0,2015 - 2016
1.0,109.0,150.0,2015 - 2016
1.0,109.0,80.0,2015 - 2016
1.0,109.0,165.0,2015 - 2016
1.0,109.0,240.0,2015 - 2016
1.0,109.0,277.5,2015 - 2016
1.0,109.0,185.0,2015 - 2016
1.0,109.0,0.0,2015 - 2016
1.0,109.0,405.0,2015 - 2016
1.0,109.0,70.0,2015 - 2016
1.0,109.0,705.0,2015 - 2016
1.0,109.0,810.0,2015 - 2016
1.0,109.0,360.0,2015 - 2016
1.0,112.0,738.75,2015 - 2016
1.0,112.0,1440.0,2015 - 2016
1.0,112.0,1125.0,2015 - 2016
1.0,112.0,266.25,2015 - 2016
1.0,112.0,537.5,2015 - 2016
1.0,112.0,1020.0,2015 - 2016
1.0,112.0,4275.0,2015 - 2016
1.0,112.0,764.0,2015 - 2016
1.0,112.0,1442.5,2015 - 2016
1.0,112.0,1075.0,2015 - 2016
1.0,112.0,5241.25,2015 - 2016
1.0,112.0,100.0,2015 - 2016
1.0,112.0,2215.0,2015 - 2016
1.0,112.0,390.0,2015 - 2016
1.0,112.0,168.75,2015 - 2016
1.0,112.0,55.0,2015 - 2016
1.0,112.0,750.5,2015 - 2016
1.0,112.0,187.5,2015 - 2016
1.0,112.0,937.5,2015 - 2016
1.0,112.0,75.0,2015 - 2016
1.0,112.0,1950.0,2015 - 2016
1.0,112.0,1890.0,2015 - 2016
1.0,112.0,90.0,2015 - 2016
1.0,112.0,0.0,2015 - 2016
1.0,112.0,0.0,2015 - 2016
1.0,112.0,502.5,2015 - 2016
1.0,112.0,1762.5,2015 - 2016
1.0,112.0,585.0,2015 - 2016
1.0,112.0,0.0,2015 - 2016
1.0,112.0,0.0,2015 - 2016
1.0,112.0,315.0,2015 - 2016
1.0,112.0,950.75,2015 - 2016
1.0,112.0,0.0,2015 - 2016
1.0,112.0,285.0,2015 - 2016
1.0,112.0,1434.0,2015 - 2016
1.0,112.0,235.0,2015 - 2016
1.0,112.0,172.5,2015 - 2016
1.0,112.0,124.0,2015 - 2016
1.0,112.0,1252.5,2015 - 2016
1.0,112.0,270.0,2015 - 2016
1.0,112.0,1332.5,2015 - 2016
1.0,112.0,810.0,2015 - 2016
1.0,112.0,651.25,2015 - 2016
1.0,112.0,560.0,2015 - 2016
1.0,112.0,75.0,2015 - 2016
1.0,112.0,0.0,2015 - 2016
1.0,112.0,525.0,2015 - 2016
1.0,112.0,2170.0,2015 - 2016
1.0,112.0,130.5,2015 - 2016
1.0,112.0,12.5,2015 - 2016
1.0,112.0,180.0,2015 - 2016
1.0,112.0,0.0,2015 - 2016
1.0,112.0,0.0,2015 - 2016
1.0,112.0,167.5,2015 - 2016
1.0,112.0,120.0,2015 - 2016
1.0,112.0,1605.0,2015 - 2016
1.0,112.0,0.0,2015 - 2016
1.0,112.0,675.0,2015 - 2016
1.0,112.0,0.0,2015 - 2016
1.0,112.0,510.0,2015 - 2016
1.0,112.0,247.0,2015 - 2016
1.0,112.0,453.75,2015 - 2016
1.0,112.0,860.0,2015 - 2016
1.0,112.0,1272.5,2015 - 2016
1.0,112.0,300.0,2015 - 2016
1.0,112.0,900.0,2015 - 2016
1.0,112.0,97.5,2015 - 2016
1.0,112.0,22.5,2015 - 2016
1.0,112.0,675.0,2015 - 2016
1.0,112.0,1492.5,2015 - 2016
1.0,112.0,653.75,2015 - 2016
1.0,112.0,626.25,2015 - 2016
1.0,112.0,712.5,2015 - 2016
1.0,112.0,210.0,2015 - 2016
1.0,112.0,462.5,2015 - 2016
1.0,114.0,0.0,2015 - 2016
1.0,114.0,766.25,2015 - 2016
1.0,114.0,210.0,2015 - 2016
1.0,114.0,0.0,2015 - 2016
1.0,114.0,685.0,2015 - 2016
1.0,114.0,370.0,2015 - 2016
1.0,114.0,75.0,2015 - 2016
1.0,114.0,0.0,2015 - 2016
1.0,114.0,990.0,2015 - 2016
1.0,114.0,675.0,2015 - 2016
1.0,114.0,60.0,2015 - 2016
1.0,114.0,1230.0,2015 - 2016
1.0,114.0,342.5,2015 - 2016
1.0,114.0,150.0,2015 - 2016
1.0,114.0,0.0,2015 - 2016
1.0,114.0,1097.5,2015 - 2016
1.0,114.0,1125.0,2015 - 2016
1.0,114.0,165.0,2015 - 2016
1.0,114.0,865.0,2015 - 2016
1.0,114.0,555.0,2015 - 2016
1.0,114.0,270.0,2015 - 2016
1.0,114.0,351.0,2015 - 2016
1.0,114.0,3360.0,2015 - 2016
1.0,114.0,23.75,2015 - 2016
1.0,114.0,15.0,2015 - 2016
1.0,114.0,3405.0,2015 - 2016
1.0,114.0,315.0,2015 - 2016
1.0,114.0,1462.5,2015 - 2016
1.0,114.0,1110.0,2015 - 2016
1.0,114.0,740.0,2015 - 2016
1.0,114.0,185.0,2015 - 2016
1.0,114.0,516.25,2015 - 2016
1.0,114.0,400.0,2015 - 2016
1.0,114.0,777.5,2015 - 2016
1.0,114.0,1170.0,2015 - 2016
1.0,114.0,150.0,2015 - 2016
1.0,114.0,67.5,2015 - 2016
1.0,114.0,1648.75,2015 - 2016
1.0,114.0,840.0,2015 - 2016
1.0,114.0,60.0,2015 - 2016
1.0,114.0,75.0,2015 - 2016
1.0,114.0,30.0,2015 - 2016
1.0,114.0,460.0,2015 - 2016
1.0,114.0,622.5,2015 - 2016
1.0,114.0,247.5,2015 - 2016
1.0,114.0,405.0,2015 - 2016
1.0,114.0,1627.5,2015 - 2016
1.0,114.0,300.0,2015 - 2016
1.0,114.0,375.0,2015 - 2016
1.0,114.0,0.0,2015 - 2016
1.0,114.0,0.0,2015 - 2016
1.0,114.0,0.0,2015 - 2016
1.0,114.0,0.0,2015 - 2016
1.0,114.0,497.25,2015 - 2016
1.0,114.0,450.0,2015 - 2016
1.0,114.0,455.0,2015 - 2016
1.0,114.0,973.75,2015 - 2016
1.0,114.0,167.5,2015 - 2016
1.0,114.0,0.0,2015 - 2016
1.0,114.0,285.0,2015 - 2016
1.0,114.0,382.5,2015 - 2016
1.0,114.0,1187.5,2015 - 2016
1.0,114.0,150.0,2015 - 2016
1.0,114.0,0.0,2015 - 2016
1.0,114.0,255.0,2015 - 2016
1.0,114.0,450.0,2015 - 2016
1.0,114.0,40.5,2015 - 2016
1.0,114.0,810.0,2015 - 2016
1.0,114.0,2302.5,2015 - 2016
1.0,114.0,210.0,2015 - 2016
1.0,114.0,0.0,2015 - 2016
1.0,114.0,655.0,2015 - 2016
1.0,114.0,387.5,2015 - 2016
1.0,114.0,670.0,2015 - 2016
1.0,114.0,112.5,2015 - 2016
1.0,114.0,750.0,2015 - 2016
1.0,114.0,105.0,2015 - 2016
1.0,114.0,498.5,2015 - 2016
1.0,114.0,0.0,2015 - 2016
1.0,114.0,750.0,2015 - 2016
1.0,114.0,60.0,2015 - 2016
1.0,114.0,690.0,2015 - 2016
1.0,114.0,67.5,2015 - 2016
1.0,114.0,150.0,2015 - 2016
1.0,114.0,2400.0,2015 - 2016
1.0,114.0,240.0,2015 - 2016
1.0,114.0,1332.5,2015 - 2016
1.0,114.0,855.0,2015 - 2016
1.0,114.0,457.5,2015 - 2016
1.0,114.0,1470.0,2015 - 2016
1.0,114.0,2265.0,2015 - 2016
1.0,114.0,2790.0,2015 - 2016
1.0,114.0,215.0,2015 - 2016
1.0,114.0,1140.0,2015 - 2016
1.0,114.0,3660.0,2015 - 2016
1.0,114.0,15.0,2015 - 2016
1.0,114.0,90.0,2015 - 2016
1.0,114.0,262.5,2015 - 2016
1.0,114.0,555.0,2015 - 2016
1.0,114.0,210.0,2015 - 2016
1.0,114.0,210.0,2015 - 2016
1.0,114.0,350.0,2015 - 2016
1.0,114.0,112.5,2015 - 2016
1.0,114.0,217.5,2015 - 2016
1.0,114.0,227.5,2015 - 2016
1.0,114.0,15.0,2015 - 2016
1.0,114.0,0.0,2015 - 2016
2.0,117.0,558.75,2015 - 2016
2.0,117.0,272.5,2015 - 2016
2.0,117.0,423.5,2015 - 2016
2.0,117.0,622.5,2015 - 2016
2.0,117.0,60.0,2015 - 2016
2.0,117.0,303.75,2015 - 2016
2.0,117.0,165.0,2015 - 2016
2.0,117.0,397.5,2015 - 2016
2.0,117.0,97.5,2015 - 2016
2.0,117.0,197.5,2015 - 2016
2.0,117.0,321.25,2015 - 2016
2.0,117.0,322.5,2015 - 2016
2.0,117.0,150.0,2015 - 2016
2.0,117.0,360.0,2015 - 2016
2.0,117.0,150.0,2015 - 2016
2.0,117.0,585.0,2015 - 2016
2.0,117.0,317.5,2015 - 2016
2.0,117.0,0.0,2015 - 2016
2.0,117.0,0.0,2015 - 2016
2.0,117.0,240.0,2015 - 2016
2.0,117.0,963.75,2015 - 2016
2.0,117.0,1365.0,2015 - 2016
2.0,117.0,0.0,2015 - 2016
2.0,117.0,445.0,2015 - 2016
2.0,117.0,780.0,2015 - 2016
2.0,117.0,240.0,2015 - 2016
2.0,117.0,810.0,2015 - 2016
2.0,117.0,235.0,2015 - 2016
2.0,117.0,420.0,2015 - 2016
2.0,117.0,855.0,2015 - 2016
2.0,117.0,60.0,2015 - 2016
2.0,117.0,465.0,2015 - 2016
2.0,117.0,1076.25,2015 - 2016
2.0,117.0,160.0,2015 - 2016
2.0,117.0,45.0,2015 - 2016
2.0,117.0,35.0,2015 - 2016
2.0,117.0,372.5,2015 - 2016
2.0,117.0,22.5,2015 - 2016
2.0,117.0,127.5,2015 - 2016
2.0,117.0,245.0,2015 - 2016
2.0,117.0,0.0,2015 - 2016
2.0,117.0,420.0,2015 - 2016
2.0,117.0,1027.5,2015 - 2016
2.0,117.0,1500.0,2015 - 2016
2.0,117.0,2895.0,2015 - 2016
2.0,117.0,315.0,2015 - 2016
2.0,117.0,3855.0,2015 - 2016
2.0,117.0,75.0,2015 - 2016
2.0,122.0,250.0,2015 - 2016
2.0,122.0,300.0,2015 - 2016
2.0,122.0,67.5,2015 - 2016
2.0,122.0,0.0,2015 - 2016
2.0,122.0,250.0,2015 - 2016
2.0,122.0,1215.0,2015 - 2016
2.0,122.0,0.0,2015 - 2016
2.0,122.0,2427.5,2015 - 2016
2.0,122.0,0.0,2015 - 2016
2.0,122.0,172.5,2015 - 2016
2.0,122.0,47.5,2015 - 2016
2.0,122.0,120.0,2015 - 2016
2.0,122.0,0.0,2015 - 2016
2.0,122.0,0.0,2015 - 2016
2.0,122.0,720.0,2015 - 2016
2.0,122.0,950.0,2015 - 2016
2.0,122.0,720.0,2015 - 2016
2.0,122.0,470.0,2015 - 2016
2.0,122.0,420.0,2015 - 2016
2.0,122.0,217.5,2015 - 2016
2.0,122.0,510.0,2015 - 2016
2.0,122.0,1440.0,2015 - 2016
2.0,122.0,165.0,2015 - 2016
2.0,122.0,397.5,2015 - 2016
2.0,122.0,1057.5,2015 - 2016
2.0,122.0,442.5,2015 - 2016
2.0,122.0,382.5,2015 - 2016
2.0,122.0,2240.0,2015 - 2016
2.0,122.0,420.0,2015 - 2016
2.0,122.0,0.0,2015 - 2016
2.0,122.0,0.0,2015 - 2016
2.0,122.0,337.5,2015 - 2016
2.0,122.0,900.0,2015 - 2016
2.0,122.0,410.0,2015 - 2016
2.0,122.0,75.0,2015 - 2016
2.0,122.0,105.0,2015 - 2016
2.0,122.0,307.5,2015 - 2016
2.0,122.0,532.5,2015 - 2016
2.0,122.0,982.5,2015 - 2016
2.0,126.0,412.5,2015 - 2016
2.0,126.0,630.0,2015 - 2016
2.0,126.0,175.0,2015 - 2016
2.0,126.0,400.0,2015 - 2016
2.0,126.0,37.5,2015 - 2016
2.0,126.0,833.0,2015 - 2016
2.0,126.0,150.0,2015 - 2016
2.0,126.0,30.0,2015 - 2016
2.0,126.0,60.0,2015 - 2016
2.0,126.0,355.0,2015 - 2016
2.0,126.0,375.0,2015 - 2016
2.0,126.0,3480.0,2015 - 2016
2.0,126.0,3225.0,2015 - 2016
2.0,126.0,690.0,2015 - 2016
2.0,126.0,210.0,2015 - 2016
2.0,126.0,1770.0,2015 - 2016
2.0,126.0,0.0,2015 - 2016
2.0,126.0,0.0,2015 - 2016
2.0,126.0,250.0,2015 - 2016
2.0,126.0,251.25,2015 - 2016
2.0,126.0,120.0,2015 - 2016
2.0,126.0,60.0,2015 - 2016
2.0,126.0,1260.0,2015 - 2016
2.0,126.0,285.0,2015 - 2016
2.0,126.0,75.0,2015 - 2016
2.0,126.0,207.5,2015 - 2016
2.0,126.0,2565.0,2015 - 2016
2.0,126.0,1425.0,2015 - 2016
2.0,126.0,180.0,2015 - 2016
2.0,126.0,530.0,2015 - 2016
2.0,126.0,945.0,2015 - 2016
2.0,126.0,1070.0,2015 - 2016
2.0,126.0,0.0,2015 - 2016
2.0,126.0,3360.0,2015 - 2016
2.0,126.0,180.0,2015 - 2016
2.0,126.0,3.75,2015 - 2016
2.0,126.0,412.5,2015 - 2016
2.0,126.0,2415.0,2015 - 2016
2.0,126.0,0.0,2015 - 2016
2.0,126.0,956.25,2015 - 2016
2.0,126.0,105.0,2015 - 2016
2.0,126.0,476.25,2015 - 2016
2.0,126.0,667.5,2015 - 2016
2.0,126.0,180.0,2015 - 2016
2.0,126.0,495.0,2015 - 2016
2.0,126.0,870.0,2015 - 2016
2.0,126.0,1135.0,2015 - 2016
2.0,126.0,750.0,2015 - 2016
2.0,126.0,925.0,2015 - 2016
2.0,129.0,420.0,2015 - 2016
2.0,129.0,25.0,2015 - 2016
2.0,129.0,12.5,2015 - 2016
2.0,129.0,0.0,2015 - 2016
2.0,129.0,27.5,2015 - 2016
2.0,129.0,450.0,2015 - 2016
2.0,129.0,0.0,2015 - 2016
2.0,129.0,592.5,2015 - 2016
2.0,129.0,0.0,2015 - 2016
2.0,129.0,0.0,2015 - 2016
2.0,129.0,930.0,2015 - 2016
2.0,129.0,2521.0,2015 - 2016
2.0,129.0,1035.0,2015 - 2016
2.0,129.0,905.0,2015 - 2016
2.0,129.0,600.0,2015 - 2016
2.0,129.0,345.0,2015 - 2016
2.0,129.0,570.0,2015 - 2016
2.0,129.0,176.25,2015 - 2016
2.0,129.0,120.0,2015 - 2016
2.0,129.0,960.0,2015 - 2016
2.0,129.0,420.0,2015 - 2016
2.0,129.0,448.75,2015 - 2016
2.0,129.0,112.5,2015 - 2016
2.0,129.0,127.5,2015 - 2016
2.0,129.0,405.0,2015 - 2016
2.0,129.0,620.0,2015 - 2016
2.0,129.0,356.25,2015 - 2016
2.0,129.0,0.0,2015 - 2016
2.0,129.0,0.0,2015 - 2016
2.0,129.0,0.0,2015 - 2016
2.0,129.0,60.0,2015 - 2016
2.0,129.0,551.25,2015 - 2016
2.0,129.0,615.0,2015 - 2016
2.0,129.0,277.5,2015 - 2016
2.0,129.0,0.0,2015 - 2016
1.0,135.0,258.75,2015 - 2016
1.0,135.0,570.0,2015 - 2016
1.0,135.0,95.0,2015 - 2016
1.0,135.0,615.0,2015 - 2016
1.0,135.0,240.0,2015 - 2016
1.0,135.0,430.0,2015 - 2016
1.0,135.0,775.0,2015 - 2016
1.0,135.0,2100.0,2015 - 2016
1.0,135.0,160.0,2015 - 2016
1.0,135.0,0.0,2015 - 2016
1.0,135.0,618.75,2015 - 2016
1.0,135.0,256.5,2015 - 2016
1.0,135.0,645.0,2015 - 2016
1.0,135.0,138.75,2015 - 2016
1.0,135.0,595.0,2015 - 2016
1.0,135.0,390.0,2015 - 2016
1.0,135.0,2365.0,2015 - 2016
1.0,135.0,6840.0,2015 - 2016
1.0,135.0,905.0,2015 - 2016
1.0,135.0,407.5,2015 - 2016
1.0,135.0,62.5,2015 - 2016
1.0,135.0,175.0,2015 - 2016
1.0,135.0,255.0,2015 - 2016
1.0,135.0,0.0,2015 - 2016
1.0,135.0,0.0,2015 - 2016
1.0,135.0,645.0,2015 - 2016
1.0,135.0,580.0,2015 - 2016
1.0,135.0,780.0,2015 - 2016
1.0,135.0,1665.0,2015 - 2016
1.0,135.0,480.0,2015 - 2016
1.0,135.0,995.0,2015 - 2016
1.0,135.0,750.0,2015 - 2016
1.0,135.0,855.0,2015 - 2016
1.0,135.0,760.0,2015 - 2016
1.0,135.0,990.0,2015 - 2016
1.0,135.0,240.0,2015 - 2016
1.0,135.0,380.0,2015 - 2016
1.0,135.0,405.0,2015 - 2016
1.0,135.0,792.5,2015 - 2016
1.0,135.0,322.5,2015 - 2016
1.0,135.0,1482.5,2015 - 2016
1.0,135.0,836.25,2015 - 2016
1.0,135.0,390.0,2015 - 2016
1.0,135.0,922.5,2015 - 2016
1.0,135.0,0.0,2015 - 2016
1.0,135.0,0.0,2015 - 2016
1.0,135.0,0.0,2015 - 2016
1.0,135.0,165.0,2015 - 2016
1.0,135.0,1183.75,2015 - 2016
1.0,135.0,212.5,2015 - 2016
1.0,135.0,45.0,2015 - 2016
1.0,135.0,930.0,2015 - 2016
1.0,135.0,0.0,2015 - 2016
1.0,136.0,610.0,2015 - 2016
1.0,136.0,1985.0,2015 - 2016
1.0,136.0,270.0,2015 - 2016
1.0,136.0,1503.75,2015 - 2016
1.0,136.0,183.75,2015 - 2016
1.0,136.0,240.0,2015 - 2016
1.0,136.0,420.0,2015 - 2016
1.0,136.0,1065.0,2015 - 2016
1.0,136.0,952.5,2015 - 2016
1.0,136.0,105.0,2015 - 2016
1.0,136.0,135.0,2015 - 2016
1.0,136.0,0.0,2015 - 2016
1.0,136.0,0.0,2015 - 2016
1.0,136.0,20.0,2015 - 2016
1.0,136.0,1850.0,2015 - 2016
1.0,136.0,142.5,2015 - 2016
1.0,136.0,290.0,2015 - 2016
1.0,136.0,30.0,2015 - 2016
1.0,136.0,945.0,2015 - 2016
1.0,136.0,1335.0,2015 - 2016
1.0,136.0,165.0,2015 - 2016
1.0,136.0,647.5,2015 - 2016
1.0,136.0,105.0,2015 - 2016
1.0,136.0,540.0,2015 - 2016
1.0,136.0,452.5,2015 - 2016
1.0,136.0,2010.0,2015 - 2016
1.0,136.0,2160.0,2015 - 2016
1.0,136.0,1530.0,2015 - 2016
1.0,136.0,130.0,2015 - 2016
1.0,136.0,0.0,2015 - 2016
1.0,136.0,330.0,2015 - 2016
1.0,136.0,420.0,2015 - 2016
1.0,136.0,360.0,2015 - 2016
1.0,136.0,2230.0,2015 - 2016
1.0,136.0,195.0,2015 - 2016
1.0,136.0,1590.0,2015 - 2016
1.0,136.0,1635.0,2015 - 2016
1.0,136.0,435.0,2015 - 2016
1.0,136.0,1290.0,2015 - 2016
1.0,136.0,1125.0,2015 - 2016
1.0,136.0,455.0,2015 - 2016
1.0,136.0,150.0,2015 - 2016
1.0,136.0,430.0,2015 - 2016
1.0,136.0,67.5,2015 - 2016
1.0,136.0,0.0,2015 - 2016
1.0,136.0,37.5,2015 - 2016
1.0,136.0,512.5,2015 - 2016
1.0,136.0,1890.0,2015 - 2016
1.0,136.0,422.5,2015 - 2016
1.0,136.0,0.0,2015 - 2016
1.0,136.0,2700.0,2015 - 2016
1.0,136.0,4290.375,2015 - 2016
1.0,136.0,285.0,2015 - 2016
1.0,136.0,690.0,2015 - 2016
1.0,136.0,502.5,2015 - 2016
1.0,136.0,771.25,2015 - 2016
1.0,136.0,405.0,2015 - 2016
1.0,136.0,450.0,2015 - 2016
1.0,136.0,345.0,2015 - 2016
1.0,136.0,825.0,2015 - 2016
1.0,136.0,2532.25,2015 - 2016
1.0,136.0,150.0,2015 - 2016
1.0,136.0,270.0,2015 - 2016
1.0,136.0,992.5,2015 - 2016
1.0,136.0,520.0,2015 - 2016
1.0,136.0,157.5,2015 - 2016
1.0,136.0,530.0,2015 - 2016
1.0,136.0,421.25,2015 - 2016
2.0,139.0,795.0,2015 - 2016
2.0,139.0,165.0,2015 - 2016
2.0,139.0,300.0,2015 - 2016
2.0,139.0,300.0,2015 - 2016
2.0,139.0,726.25,2015 - 2016
2.0,139.0,0.0,2015 - 2016
2.0,139.0,300.0,2015 - 2016
2.0,139.0,17.5,2015 - 2016
2.0,139.0,1140.0,2015 - 2016
2.0,139.0,0.0,2015 - 2016
2.0,139.0,180.0,2015 - 2016
2.0,139.0,0.0,2015 - 2016
2.0,139.0,0.0,2015 - 2016
2.0,139.0,536.25,2015 - 2016
2.0,139.0,301.25,2015 - 2016
2.0,139.0,1437.5,2015 - 2016
2.0,139.0,375.0,2015 - 2016
2.0,139.0,515.0,2015 - 2016
2.0,139.0,330.0,2015 - 2016
2.0,139.0,260.0,2015 - 2016
